framing,priming,argument_type,hedging,pronoun_use,active_tense,concreteness
Yes,Yes,Emotional,No,Yes.,No.,Abstract
Yes,Yes,Emotional,No.,Yes.,No.,Concrete
Yes,Yes,Logical,No,No.,No.,Concrete
Yes,Yes,Logical,Yes.,No.,No.,Concrete
Yes,Yes,Logical,No,No.,No.,Concrete
Yes,Yes,Logical,No,No.,No.,Concrete
Yes,Yes,Emotional,No.,No.,No.,Concrete
Yes,Yes,Logical,Yes,No,No.,Concrete
Yes,Yes,Logical,Yes,No,No.,Concrete
Yes,Yes,Logical,No.,No.,No,Concrete
Yes,Yes,Logical,Yes.,No.,No.,Concrete
Yes,Yes,Emotional,No.,No,No.,Concrete
Yes,Yes,Emotional,No.,No,No.,Abstract
Yes,Yes,Emotional,No.,Yes.,No.,Concrete
Yes,Yes,Logical,No.,Yes,Yes,Concrete
Yes,Yes,Emotional,Yes,No,No,Concrete
Yes,Yes,Emotional,No.,No,No.,Abstract
Yes,No,Logical,No.,No.,No.,Abstract
Yes,Yes,Emotional,Yes,No.,No.,Concrete
Yes,Yes,Emotional,No.,No.,No,Abstract
Yes,Yes,Logical,No.,Yes,Yes.,Concrete
Yes,Yes,Logical,Yes.,No.,No.,Concrete
Yes,Yes,Logical,No,Yes,No,Concrete
Yes,Yes,Emotional,No,No,No,Concrete
Yes,Yes,Emotional,No.,No.,No.,Concrete
Yes,Yes,Emotional,No.,No,Yes,Concrete
Yes,Yes,Emotional,No.,Yes,No.,Concrete
Yes,Yes,Emotional,No.,No.,No.,Concrete
Yes,Yes,Logical,Yes,Yes,No,Concrete
Yes,Yes,Emotional,No.,No.,No.,Concrete
Yes,Yes,Logical,Yes,No,No.,Concrete
Yes,Yes,Logical,Yes,Yes,No.,Concrete
Yes,Yes,Logical,Yes.,No.,No,Concrete
Yes,Yes,Logical,No,No.,No.,Abstract
Yes,Yes,Emotional,No.,Yes,No.,Concrete
Yes,Yes,Logical,Yes,Yes,No.,Abstract
Yes,Yes,Logical,No.,Yes.,No.,Concrete
Yes,Yes,Logical,Yes,Yes,Yes,Concrete
Yes,Yes,Logical,No.,Yes,No.,Abstract
Yes,Yes,Emotional,No.,Yes,No.,Concrete
Yes,Yes,Logical,No.,No,No.,Concrete
Yes,Yes,Logical,Yes.,No.,No,Concrete
Yes,Yes,Logical,No,No.,No.,Concrete
Yes,Yes,Logical,No.,No.,No.,Abstract
Yes,Yes,Emotional,No.,Yes,No.,Concrete
Yes,Yes,Emotional,Yes,Yes,No.,Concrete
Yes,Yes,Emotional,No.,Yes,No,Abstract
Yes,Yes,Emotional,No.,Yes,No.,Concrete
Yes,Yes,Emotional,No,Yes,No,Abstract
Yes,Yes,Logical,No.,No.,No.,Concrete
Yes,No,Logical,Yes.,No.,No.,Concrete
Yes,Yes,Emotional,No.,No.,No.,Concrete
Yes,Yes,Emotional,Yes,Yes,No.,Abstract
Yes,No,Logical,No,No.,No.,Concrete
Yes,Yes,Emotional,Yes.,No.,No,Concrete
Yes,Yes,Logical,No.,No.,No.,Concrete
Yes,Yes,Emotional,No.,No.,No,Concrete
Yes,Yes,Emotional,No.,No.,No.,Concrete
Yes,Yes,Emotional,No.,Yes.,No.,Concrete
Yes,Yes,Emotional,No.,Yes.,No.,Concrete
Yes,Yes,Logical,Yes,No.,No,Concrete
Yes,Yes,Logical,No.,No,No,Concrete
Yes,Yes,Emotional,Yes,No,Yes,Concrete
Yes,Yes,Emotional,Yes,No.,No.,Abstract
Yes,Yes,Emotional,No.,Yes,No,Concrete
Yes,Yes,Emotional,No,Yes,No,Abstract
Yes,Yes,Logical,Yes.,No.,No.,Concrete
Yes,Yes,Emotional,No.,Yes,No.,Abstract
Yes,Yes,Emotional,No.,Yes.,Yes,Concrete
Yes,Yes,Logical,Yes,No.,No.,Concrete
Yes,Yes,Logical,No.,Yes,Yes.,Concrete
Yes,Yes,Logical,No,No,Yes,Concrete
Yes,No,Logical,No.,No.,Yes.,Concrete
Yes,Yes,Emotional,No,No.,No.,Concrete
Yes,No,Logical,Yes.,No.,No.,Concrete
Yes,Yes,Emotional,No.,No.,No.,Concrete
Yes,Yes,Logical,No.,No.,No.,Abstract
Yes,Yes,Emotional,No.,No.,No.,Concrete
Yes,Yes,Emotional,No.,Yes,No.,Concrete
Yes,Yes,Emotional,No.,No.,Yes.,Concrete
Yes,Yes,Logical,No,No.,Yes,Concrete
Yes,Yes,Logical,No,No,No.,Concrete
Yes,Yes,Logical,No.,No,No.,Concrete
Yes,Yes,Logical,No.,No,No.,Concrete
Yes,Yes,Logical,No,No,No,Concrete
Yes,Yes,Logical,Yes.,No,No,Concrete
Yes,Yes,Logical,No,Yes,No.,Concrete
Yes,Yes,Logical,No.,Yes.,No.,Concrete
Yes,Yes,Logical,Yes.,Yes,No.,Abstract
Yes,Yes,Emotional,No.,Yes.,No.,Concrete
Yes,Yes,Logical,No.,No,No.,Concrete
Yes,Yes,Emotional,No,Yes.,No,Concrete
Yes,Yes,Emotional,No.,Yes,No.,Concrete
Yes,Yes,Emotional,Yes.,No.,No,Concrete
Yes,Yes,Logical,No.,No.,No.,Concrete
Yes,Yes,Logical,Yes.,Yes.,No.,Concrete
Yes,Yes,Emotional,No.,Yes,No.,Concrete
Yes,Yes,Emotional,Yes.,No.,No.,Concrete
Yes,Yes,Logical,No.,Yes,No.,Concrete
Yes,Yes,Logical,No.,Yes,No.,Abstract
Yes,Yes,Logical,No,No.,No.,Concrete
Yes,Yes,Logical,Yes,Yes,No.,Concrete
Yes,Yes,Emotional,No.,Yes,No.,Concrete
Yes,No,Logical,Yes,No.,No.,Concrete
Yes,Yes,Emotional,No.,Yes,No.,Concrete
Yes,No,Logical,Yes.,No.,No.,Concrete
Yes,Yes,Logical,No.,Yes,No.,Abstract
Yes,Yes,Logical,Yes.,No.,No.,Concrete
Yes,Yes,Emotional,No.,Yes.,No,Abstract
Yes,Yes,Emotional,Yes.,No.,No.,Concrete
Yes,Yes,Logical,No.,No,No.,Concrete
Yes,Yes,Logical,No,No,No.,Concrete
Yes,Yes,Logical,No.,No.,No.,Abstract
Yes,Yes,Logical,Yes.,No,No.,Concrete
Yes,Yes,Emotional,No.,No.,Yes.,Concrete
Yes,Yes,Logical,Yes.,No,No.,Concrete
Yes,Yes,Logical,Yes,Yes,No.,Concrete
Yes,Yes,Logical,Yes,No,No.,Concrete
Yes,Yes,Logical,No,No.,No.,Concrete
Yes,Yes,Emotional,Yes,No,No,Abstract
Yes,Yes,Logical,Yes.,Yes,No.,Abstract
Yes,Yes,Logical,Yes.,No.,No,Concrete
Yes,Yes,Emotional,No.,No,No.,Concrete
Yes,Yes,Emotional,Yes.,Yes,No.,Abstract
Yes,Yes,Emotional,No.,Yes,No.,Concrete
Yes,Yes,Logical,Yes,Yes,No,Abstract
Yes,Yes,Emotional,No.,No.,No.,Concrete
Yes,Yes,Emotional,No,No,No.,Concrete
Yes,Yes,Logical,Yes,No,No.,Concrete
Yes,Yes,Emotional,No.,Yes,No.,Concrete
Yes,Yes.,Emotional,Yes,Yes.,No.,Concrete
Yes,Yes,Logical,No.,Yes,No.,Concrete
Yes,Yes,Logical,Yes,Yes,No.,Concrete
Yes,Yes,Logical,No,No.,No.,Concrete
Yes,Yes,Logical,No,No.,No.,Abstract
Yes,Yes,Logical,No.,No.,Yes.,Concrete
Yes,Yes,Logical,Yes.,Yes,No.,Abstract
Yes,Yes,Logical,No.,Yes.,No.,Concrete
Yes,Yes,Emotional,No,Yes,No,Abstract
Yes,Yes,Emotional,No.,No.,No.,Abstract
Yes,Yes,Logical,No.,Yes,Yes,Concrete
Yes,Yes,Emotional,No.,Yes,No.,Abstract
Yes,Yes,Logical,No.,No,No,Concrete
Yes,Yes,Logical,Yes,No,No,Concrete
Yes,Yes,Emotional,Yes.,Yes.,No.,Abstract
Yes,Yes,Logical,No.,No,No.,Concrete
Yes,Yes,Logical,No.,Yes.,No,Concrete
Yes,Yes,Emotional,No.,No.,No.,Concrete
Yes,Yes,Logical,Yes.,No.,Yes,Concrete
Yes,Yes,Logical,Yes,Yes,No.,Concrete
Yes,Yes,Logical,No,No.,No.,Concrete
Yes,Yes,Emotional,No.,No.,No.,Concrete
Yes,Yes,Emotional,Yes,No,No.,Concrete
Yes,Yes,Logical,No.,No,No.,Concrete
Yes,Yes,Logical,No,Yes,Yes.,Concrete
Yes,Yes,Emotional,No,Yes,Yes,Abstract
Yes,Yes,Emotional,No,Yes,No.,Abstract
Yes,Yes,Logical,Yes,No.,No.,Concrete
Yes,Yes,Logical,No.,No.,Yes,Concrete
Yes,Yes,Logical,No.,No,No.,Concrete
Yes,Yes,Logical,No,Yes,Yes.,Abstract
Yes,Yes,Emotional,No.,No.,No.,Abstract
Yes,Yes,Emotional,No.,No.,No.,Concrete
Yes,Yes,Logical,No.,No,No.,Concrete
Yes,Yes,Emotional,No,Yes,Yes,Abstract
Yes,Yes,Emotional,Yes,Yes,No.,Abstract
Yes,Yes,Logical,No.,Yes,Yes,Concrete
Yes,Yes,Logical,No.,No,Yes,Concrete
Yes,Yes,Emotional,Yes.,No,No.,Concrete
Yes,Yes,Logical,No.,Yes.,No,Concrete
Yes,No,Logical,Yes,No.,No.,Abstract
Yes,Yes,Logical,No,No,No,Concrete
Yes,Yes,Logical,No.,Yes,No,Concrete
Yes,Yes,Logical,No.,No.,No.,Concrete
Yes,Yes,Logical,No.,Yes,No.,Concrete
Yes,Yes,Emotional,No.,Yes.,No.,Concrete
Yes,Yes,Logical,No.,No,No.,Concrete
Yes,Yes,Emotional,No.,No,No,Concrete
Yes,Yes,Logical,No.,Yes,No.,Concrete
Yes,Yes,Logical,No.,No.,No.,Concrete
Yes,Yes,Emotional,No.,No.,No.,Concrete
Yes,Yes,Emotional,No.,Yes,No.,Concrete
Yes,Yes,Logical,No,Yes,No.,Concrete
Yes,Yes,Logical,No,Yes,No.,Concrete
Yes,Yes,Logical,No.,Yes.,Yes.,Abstract
Yes,No,Logical,No.,No,No.,Concrete
Yes,Yes,Emotional,No.,Yes,Yes.,Concrete
Yes,Yes,Logical,No,No,No.,Concrete
Yes,Yes,Logical,No.,No.,Yes,Concrete
Yes,Yes,Logical,No.,No,No.,Concrete
Yes,Yes,Logical,No,No.,Yes.,Concrete
Yes,Yes,Logical,Yes,No,No,Concrete
Yes,Yes,Emotional,No,Yes.,No.,Concrete
Yes,Yes,Emotional,No.,Yes.,No,Concrete
Yes,No,Logical,Yes,No.,No,Abstract
Yes,Yes,Emotional,No.,Yes,No.,Concrete
Yes,Yes,Emotional,Yes.,No,No,Concrete
Yes,Yes,Logical,Yes.,Yes,No,Abstract
Yes,Yes,Emotional,Yes,Yes,No,Concrete
Yes,Yes,Logical,No.,No,No,Concrete
Yes,Yes,Emotional,No.,No.,No.,Concrete
Yes,Yes,Logical,Yes.,No.,Yes,Concrete
Yes,Yes,Logical,No.,No,No.,Concrete
Yes,Yes,Logical,Yes,No.,No,Concrete
Yes,Yes,Logical,No.,Yes,No.,Concrete
Yes,Yes,Emotional,Yes,Yes,No.,Abstract
Yes,Yes,Logical,No.,Yes,No.,Abstract
Yes,Yes,Emotional,No.,Yes,No,Concrete
Yes,Yes,Emotional,No,No,No.,Concrete
Yes,Yes,Emotional,Yes.,No.,Yes,Concrete
Yes,Yes,Emotional,No.,Yes,No.,Abstract
Yes,Yes,Logical,No.,No.,No.,Concrete
Yes,Yes,Logical,No.,Yes,No,Abstract
Yes,Yes,Logical,No.,Yes,No,Concrete
Yes,Yes,Emotional,Yes,No.,No.,Concrete
Yes,Yes,Logical,Yes.,No.,No.,Concrete
Yes,Yes,Logical,No,Yes.,No.,Concrete
Yes,Yes,Logical,Yes,No.,No,Concrete
Yes,No,Logical,Yes,No,No.,Abstract
Yes,Yes,Logical,No.,Yes,No,Concrete
Yes,Yes,Logical,No.,No.,No,Concrete
Yes,Yes,Logical,Yes.,Yes,No.,Concrete
Yes,Yes,Emotional,No.,No,Yes,Concrete
Yes,No,Logical,No.,No.,Yes.,Concrete
Yes,Yes,Logical,No.,No.,No.,Concrete
Yes,Yes,Logical,No.,No.,Yes.,Concrete
Yes,No,Logical,Yes.,No,No.,Concrete
Yes,Yes,Logical,No.,No.,No.,Concrete
Yes,Yes,Logical,No.,No.,No.,Concrete
Yes,Yes,Logical,No.,No.,No,Concrete
Yes,Yes,Emotional,No.,No,Yes,Concrete
Yes,Yes,Logical,No.,No.,No.,Concrete
Yes,Yes,Emotional,No.,Yes,Yes.,Abstract
Yes,Yes,Logical,Yes.,No,No,Concrete
Yes,No,Logical,No.,No.,No.,Concrete
Yes,Yes,Emotional,No.,Yes,No.,Abstract
Yes,Yes,Logical,Yes.,Yes,No.,Abstract
Yes,Yes,Logical,No,No,No.,Abstract
Yes,Yes,Logical,No.,Yes,No,Concrete
Yes,Yes,Logical,Yes.,No.,No,Concrete
Yes,Yes,Logical,Yes,No.,No.,Concrete
Yes,Yes,Logical,No.,No.,No.,Concrete
Yes,Yes,Logical,No.,Yes,No.,Concrete
Yes,No,Logical,No.,No.,No.,Concrete
Yes,Yes,Emotional,No,No.,No.,Concrete
Yes,Yes,Logical,No.,Yes,No,Concrete
Yes,Yes,Emotional,No.,No.,No,Concrete
Yes,Yes,Logical,No.,No.,No,Concrete
Yes,Yes,Logical,No,No.,Yes.,Concrete
Yes,Yes,Logical,Yes,No.,No.,Concrete
Yes,Yes,Logical,Yes,No,No,Concrete
Yes,Yes,Logical,Yes,No.,No.,Concrete
Yes,Yes,Logical,Yes.,Yes,No.,Abstract
Yes,Yes,Emotional,No.,Yes,No.,Concrete
Yes,Yes,Emotional,No.,Yes,No,Concrete
Yes,Yes,Emotional,No.,No.,No.,Concrete
Yes,Yes,Logical,No.,No.,No.,Abstract
Yes,Yes,Emotional,No.,No.,No.,Concrete
Yes,Yes,Logical,No.,No.,No,Concrete
Yes,Yes,Emotional,No,Yes,No,Abstract
Yes,Yes,Logical,No.,Yes,No.,Concrete
Yes,Yes,Emotional,No.,No.,No.,Concrete
Yes,Yes,Logical,No,No,No.,Concrete
Yes,Yes,Logical,Yes.,No,No.,Concrete
Yes,Yes,Logical,No.,No.,No.,Concrete
Yes,Yes,Logical,No.,No.,No.,Concrete
Yes,Yes,Logical,Yes.,No.,No.,Concrete
Yes,Yes,Emotional,No.,Yes,No.,Abstract
Yes,Yes,Logical,No.,Yes.,Yes,Abstract
Yes,Yes,Emotional,No.,Yes,Yes.,Abstract
Yes,Yes,Logical,Yes,No,No.,Concrete
Yes,Yes,Emotional,Yes,No.,No.,Concrete
Yes,Yes,Logical,No.,No.,No.,Concrete
Yes,Yes,Emotional,No.,No,No.,Concrete
Yes,Yes,Emotional,Yes.,No.,No.,Abstract
Yes,Yes,Logical,No.,No.,Yes.,Concrete
Yes,No,Logical,No.,No.,No.,Abstract
Yes,No,Logical,No.,No.,No.,Concrete
Yes,Yes,Logical,No.,Yes.,No,Concrete
Yes,Yes,Logical,No.,Yes,No,Concrete
Yes,Yes,Logical,No.,No.,No.,Concrete
Yes,Yes,Emotional,No.,No.,No,Concrete
Yes,Yes,Emotional,Yes,Yes,No.,Abstract
Yes,Yes,Emotional,Yes,No.,No.,Abstract
Yes,Yes,Emotional,No.,No,No.,Concrete
Yes,Yes,Logical,Yes,No.,No.,Concrete
Yes,No,Logical,Yes,No,No.,Concrete
Yes,Yes,Logical,Yes,Yes,No.,Abstract
Yes,Yes,Logical,No.,No.,No,Concrete
Yes,Yes,Logical,No.,No,No.,Abstract
Yes,Yes,Logical,No.,Yes,No.,Abstract
Yes,Yes,Logical,Yes.,Yes,No,Abstract
Yes,No,Logical,Yes,Yes.,No.,Concrete
Yes,No,Logical,No.,No.,No.,Concrete
Yes,Yes,Emotional,No.,Yes,No.,Abstract
Yes,Yes,Logical,No.,Yes.,No.,Abstract
Yes,No,Logical,Yes,Yes,No.,Abstract
Yes,Yes,Emotional,Yes,Yes.,No,Abstract
Yes,Yes,Logical,Yes.,Yes,No.,Abstract
Yes,Yes,Logical,Yes.,Yes,No.,Abstract
Yes,Yes,Logical,Yes,Yes,No.,Abstract
Yes,Yes,Logical,Yes,Yes.,No.,Concrete
Yes,Yes,Emotional,Yes,Yes.,No.,Abstract
Yes,Yes,Emotional,No.,Yes,No.,Abstract
Yes,Yes,Logical,Yes,No,No.,Abstract
Yes,Yes,Logical,No.,No.,No.,Abstract
Yes,Yes,Emotional,No,Yes,No.,Abstract
Yes,Yes,Logical,Yes,Yes.,No.,Abstract
Yes,Yes,Logical,No,Yes,No.,Abstract
Yes,Yes,Logical,Yes,Yes.,No.,Abstract
Yes,Yes,Logical,Yes.,Yes.,No.,Concrete
Yes,Yes,Emotional,Yes.,Yes,No.,Abstract
Yes,No,Logical,No.,No.,No.,Concrete
Yes,No,Logical,Yes,Yes.,No.,Abstract
Yes,Yes,Logical,No.,Yes.,No.,Abstract
Yes,Yes,Emotional,Yes.,Yes,No.,Abstract
Yes,Yes,Logical,Yes,No,No,Abstract
Yes,Yes,Logical,No.,No.,No.,Abstract
Yes,Yes,Emotional,No.,Yes,No.,Abstract
Yes,Yes,Logical,Yes,Yes.,No.,Abstract
Yes,Yes,Logical,Yes.,Yes.,No.,Abstract
Yes,Yes,Logical,No.,Yes,No.,Abstract
Yes,Yes,Logical,Yes.,No.,No.,Abstract
Yes,Yes,Emotional,No.,Yes.,No.,Abstract
Yes,Yes,Logical,Yes,Yes,No.,Abstract
Yes,Yes,Logical,No.,Yes.,No.,Abstract
Yes,No,Logical,Yes,No,No.,Abstract
Yes,No,Logical,No.,No,No.,Abstract
Yes,Yes,Logical,Yes.,Yes.,No.,Abstract
Yes,No,Logical,No.,Yes.,No.,Abstract
Yes,No,Logical,Yes.,No.,No.,Abstract
Yes,Yes,Logical,Yes,Yes,No.,Abstract
Yes,No.,Logical,Yes,Yes,No.,Concrete
Yes,Yes,Emotional,Yes,Yes.,No,Abstract
Yes,No,Logical,No.,No.,No.,Concrete
Yes,Yes,Logical,Yes,Yes.,No.,Abstract
Yes,Yes,Logical,Yes,Yes,No.,Abstract
Yes,Yes,Emotional,Yes.,Yes,No.,Abstract
Yes,Yes,Logical,No,No.,No.,Abstract
Yes,Yes,Emotional,No,Yes.,No.,Abstract
Yes,Yes,Logical,No.,No.,No.,Abstract
Yes,No,Logical,No.,Yes.,No.,Abstract
Yes,Yes,Logical,No.,Yes,No.,Abstract
Yes,No,Logical,Yes.,No,No.,Abstract
Yes,No,Logical,Yes.,Yes,No.,Abstract
Yes,Yes,Logical,No.,Yes.,No.,Abstract
